"INDUSTRY_CATEGORY","TICKER"
"Diversified Services","MG"
"Wholesale","MGA"
"Utilities","MGEE"
"Health Services","MGEN"
"Financial Services","MGF"
"Financial Services","MGI"
"Computer Software & Services","MGIC"
"Health Services","MGLN"
"Leisure","MGM"
"Drugs","MGNX"
"Real Estate","MGP"
"Food & Beverage","MGPI"
"Diversified Services","MGRC"
"Financial Services","MGU"
"Conglomerates","MGY"
"Banking","MGYR"
"Financial Services","MHD"
"Financial Services","MHE"
"Financial Services","MHF"
"Diversified Services","MHH"
"Financial Services","MHI"
"Consumer Durables","MHK"
"Insurance","MHLD"
"Financial Services","MHN"
"Materials & Construction","MHO"
"Insurance","MHpA"
"Insurance","MHpC"
"Insurance","MHpD"
"Transportation","MIC"
"Health Services","MICR"
"Aerospace/Defense","MICT"
"Manufacturing","MIDD"
"Specialty Retail","MIK"
"Computer Software & Services","MIME"
"Financial Services","MIN"
"Electronics","MIND"
"Electronics","MINDP"
"Consumer NonDurables","MINI"
"Computer Software & Services","MITK"
"Telecommunications","MITL"
"Real Estate","MITT"
"Real Estate","MITTpA"
"Real Estate","MITTpB"
"Financial Services","MIW"
"Computer Software & Services","MIXT"
"Financial Services","MIY"
"Computer Software & Services","MJCO"
"Food & Beverage","MKC"
"Food & Beverage","MKC.V"
"Consumer Durables","MKGI"
"Insurance","MKL"
"Electronics","MKSI"
"Financial Services","MKTX"
"Health Services","MLAB"
"Leisure","MLCO"
"Consumer Durables","MLHR"
"Manufacturing","MLI"
"Materials & Construction","MLM"
"Drugs","MLNT"
"Electronics","MLNX"
"Real Estate","MLP"
"Financial Services","MLPE"
"Financial Services","MLPY"
"Automotive","MLR"
"Health Services","MLSS"
"Financial Services","MLTI"
"Banking","MLVF"
"Real Estate","MMAC"
"Insurance","MMC"
"Financial Services","MMD"
"Conglomerates","MMDM"
"Conglomerates","MMDMR"
"Conglomerates","MMDMU"
"Conglomerates","MMDMW"
"Real Estate","MMI"
"Energy","MMLP"
"Manufacturing","MMM"
"Energy","MMP"
"Diversified Services","MMS"
"Health Services","MMSI"
"Financial Services","MMT"
"Financial Services","MMU"
"Financial Services","MMV"
"Leisure","MMYT"
"Financial Services","MN"
"Computer Software & Services","MNDO"
"Financial Services","MNE"
"Energy","MNGA"
"Media","MNI"
"Drugs","MNK"
"Drugs","MNKD"
"Drugs","MNOV"
"Financial Services","MNP"
"Real Estate","MNR"
"Automotive","MNRO"
"Real Estate","MNRpC"
"Food & Beverage","MNST"
"Drugs","MNTA"
"Manufacturing","MNTX"
"Tobacco","MO"
"Computer Software & Services","MOBL"
"Diversified Services","MOC"
"Automotive","MOD"
"Computer Software & Services","MODN"
"Banking","MOFG"
"Manufacturing","MOG.B"
"Health Services","MOH"
"Internet","MOMO"
"Computer Software & Services","MORN"
"Chemicals","MOS"
"Electronics","MOSY"
"Consumer Durables","MOV"
"Internet","MOXC"
"Financial Services","MPA"
"Automotive","MPAA"
"Conglomerates","MPAC"
"Conglomerates","MPACU"
"Conglomerates","MPACW"
"Banking","MPB"
"Energy","MPC"
"Energy","MPLX"
"Energy","MPO"
"Financial Services","MPV"
"Metals & Mining","MPVD"
"Real Estate","MPW"
"Electronics","MPWR"
"Automotive","MPX"
"Financial Services","MQT"
"Financial Services","MQY"
"Electronics","MRAM"
"Banking","MRBK"
"Energy","MRC"
"Real Estate","MRCC"
"Computer Hardware","MRCY"
"Computer Software & Services","MRIN"
"Drugs","MRK"
"Real Estate","MRLN"
"Drugs","MRNS"
"Energy","MRO"
"Drugs","MRSN"
"Leisure","MRT"
"Transportation","MRTN"
"Drugs","MRTX"
"Drugs","MRUS"
"Electronics","MRVL"
"Financial Services","MS"
"Diversified Services","MSA"
"Financial Services","MSB"
"Banking","MSBF"
"Banking","MSBI"
"Telecommunications","MSCI"
"Financial Services","MSD"
"Utilities","MSEX"
"Financial Services","MSF"
"Computer Software & Services","MSFT"
"Media","MSG"
"Media","MSGN"
"Telecommunications","MSI"
"Banking","MSL"
"Wholesale","MSM"
"Consumer Durables","MSN"
"Health Services","MSON"
"Financial Services","MSP"
"Financial Services","MSpA"
"Financial Services","MSpE"
"Financial Services","MSpF"
"Financial Services","MSpG"
"Financial Services","MSpI"
"Financial Services","MSpK"
"Computer Software & Services","MSTR"
"Metals & Mining","MT"
"Banking","MTB"
"Computer Software & Services","MTBC"
"Banking","MTBp"
"Banking","MTBpC"
"Banking","MTB.WS"
"Internet","MTCH"
"Health Services","MTD"
"Energy","MTDR"
"Drugs","MTEM"
"Consumer NonDurables","MTEX"
"Insurance","MTG"
"Materials & Construction","MTH"
"Metals & Mining","MTL"
"Metals & Mining","MTLp"
"Computer Software & Services","MTLS"
"Leisure","MTN"
"Drugs","MTNB"
"Automotive","MTOR"
"Drugs","MTP"
"Financial Services","MTR"
"Metals & Mining","MTRN"
"Energy","MTRX"
"Electronics","MTSC"
"Electronics","MTSI"
"Telecommunications","MTSL"
"Manufacturing","MTW"
"Chemicals","MTX"
"Materials & Construction","MTZ"
"Electronics","MU"
"Financial Services","MUA"
"Financial Services","MUC"
"Financial Services","MUE"
"Banking","MUFG"
"Financial Services","MUH"
"Financial Services","MUI"
"Financial Services","MUJ"
"Energy","MUR"
"Financial Services","MUS"
"Specialty Retail","MUSA"
"Metals & Mining","MUX"
"Banking","MVBF"
"Financial Services","MVC"
"Financial Services","MVF"
"Electronics","MVIS"
"Energy","MVO"
"Financial Services","MVT"
"Manufacturing","MWA"
"Electronics","MX"
"Energy","MXC"
"Financial Services","MXE"
"Financial Services","MXF"
"Electronics","MXIM"
"Electronics","MXL"
"Electronics","MXWL"
"Financial Services","MYC"
"Financial Services","MYD"
"Consumer NonDurables","MYE"
"Financial Services","MYF"
"Diversified Services","MYGN"
"Financial Services","MYI"
"Financial Services","MYJ"
"Drugs","MYL"
"Financial Services","MYN"
"Health Services","MYND"
"Health Services","MYNDW"
"Health Services","MYO"
"Drugs","MYOK"
"Drugs","MYOS"
"Drugs","MYOV"
"Materials & Construction","MYRG"
"Computer Software & Services","MYSZ"
"Financial Services","MZA"
"Health Services","MZOR"
"Financial Services","NAC"
"Financial Services","NAD"
"Drugs","NAII"
"Metals & Mining","NAK"
"Financial Services","NAN"
"Electronics","NANO"
"Transportation","NAO"
"Health Services","NAOV"
"Transportation","NAP"
"Transportation","NAT"
"Leisure","NATH"
"Computer Software & Services","NATI"
"Drugs","NATR"
"Diversified Services","NAUH"
"Automotive","NAV"
"Drugs","NAVB"
"Insurance","NAVG"
"Financial Services","NAVI"
"Automotive","NAVpD"
"Financial Services","NAZ"
"Food & Beverage","NBEV"
"Financial Services","NBH"
"Banking","NBHC"
"Drugs","NBIX"
"Energy","NBL"
"Energy","NBLX"
"Banking","NBN"
"Financial Services","NBO"
"Energy","NBR"
"Energy","NBRpA"
"Drugs","NBRV"
"Banking","NBTB"
"Financial Services","NBW"
"Drugs","NBY"
"Consumer Durables","NC"
"Financial Services","NCA"
"Financial Services","NCB"
"Banking","NCBS"
"Diversified Services","NCI"
"Leisure","NCLH"
"Media","NCMI"
"Banking","NCOM"
"Computer Software & Services","NCR"
"Materials & Construction","NCS"
"Energy","NCSM"
"Computer Software & Services","NCTY"
"Financial Services","NCV"
"Financial Services","NCZ"
"Financial Services","NDAQ"
"Leisure","NDLS"
"Health Services","NDRA"
"Health Services","NDRAW"
"Manufacturing","NDSN"
"Energy","NE"
"Financial Services","NEA"
"Utilities","NEE"
"Utilities","NEEpR"
"Metals & Mining","NEM"
"Real Estate","NEN"
"Health Services","NEO"
"Drugs","NEOG"
"Electronics","NEON"
"Drugs","NEOS"
"Utilities","NEP"
"Drugs","NEPT"
"Drugs","NERV"
"Energy","NES"
"Conglomerates","NESR"
"Conglomerates","NESRW"
"Internet","NETE"
"Retail","NETS"
"Chemicals","NEU"
"Manufacturing","NEWA"
"Media","NEWM"
"Computer Software & Services","NEWR"
"Diversified Services","NEWT"
"Conglomerates","NEXT"
"Banking","NFBK"
"Manufacturing","NFEC"
"Energy","NFG"
"Financial Services","NFJ"
"Media","NFLX"
"Energy","NFX"
"Metals & Mining","NG"
"Metals & Mining","NGD"
"Utilities","NGG"
"Insurance","NGHC"
"Insurance","NGHCN"
"Insurance","NGHCO"
"Insurance","NGHCP"
"Energy","NGL"
"Energy","NGLpB"
"Energy","NGLSpA"
"Energy","NGS"
"Retail","NGVC"
"Chemicals","NGVT"
"Computer Software & Services","NH"
"Health Services","NHC"
"Financial Services","NHF"
"Real Estate","NHI"
"Financial Services","NHLD"
"Financial Services","NHLDW"
"Financial Services","NHS"
"Consumer NonDurables","NHTC"
"Utilities","NI"
"Computer Hardware","NICE"
"Financial Services","NICK"
"Telecommunications","NIHD"
"Financial Services","NIM"
"Utilities","NJR"
"Financial Services","NJV"
"Drugs","NK"
"Consumer NonDurables","NKE"
"Financial Services","NKG"
"Banking","NKSH"
"Drugs","NKTR"
"Financial Services","NKX"
"Wholesale","NL"
"Drugs","NLNK"
"Consumer Durables","NLS"
"Computer Software & Services","NLSN"
"Electronics","NLST"
"Real Estate","NLY"
"Real Estate","NLYpC"
"Real Estate","NLYpD"
"Real Estate","NLYpF"
"Real Estate","NLYpG"
"Transportation","NM"
"Financial Services","NMFC"
"Financial Services","NMI"
"Insurance","NMIH"
"Utilities","NMKpB"
"Utilities","NMKpC"
"Transportation","NMM"
"Transportation","NMpG"
"Transportation","NMpH"
"Financial Services","NMR"
"Health Services","NMRD"
"Financial Services","NMT"
"Financial Services","NMY"
"Financial Services","NMZ"
"Transportation","NNA"
"Manufacturing","NNBR"
"Financial Services","NNC"
"Computer Hardware","NNDM"
"Financial Services","NNI"
"Real Estate","NNN"
"Real Estate","NNNpE"
"Real Estate","NNNpF"
"Drugs","NNVC"
"Financial Services","NNY"
"Energy","NOA"
"Financial Services","NOAH"
"Aerospace/Defense","NOC"
"Insurance","NODK"
"Energy","NOG"
"Telecommunications","NOK"
"Financial Services","NOM"
"Food & Beverage","NOMD"
"Energy","NOV"
"Drugs","NOVN"
"Manufacturing","NOVT"
"Computer Software & Services","NOW"
"Consumer NonDurables","NP"
"Aerospace/Defense","NPK"
"Financial Services","NPN"
"Manufacturing","NPO"
"Electronics","NPTN"
"Financial Services","NPV"
"Financial Services","NQP"
"Energy","NR"
"Diversified Services","NRC"
"Real Estate","NRE"
"Utilities","NRG"
"Banking","NRIM"
"Financial Services","NRK"
"Financial Services","NRO"
"Metals & Mining","NRP"
"Financial Services","NRT"
"Real Estate","NRZ"
"Energy","NS"
"Real Estate","NSA"
"Real Estate","NSApA"
"Transportation","NSC"
"Insurance","NSEC"
"Computer Software & Services","NSIT"
"Financial Services","NSL"
"Diversified Services","NSP"
"Energy","NSpA"
"Energy","NSpB"
"Energy","NSpC"
"Health Services","NSPR"
"Health Services","NSPR.WS"
"Health Services","NSPR.WS.B"
"Metals & Mining","NSS"
"Diversified Services","NSSC"
"Drugs","NSTG"
"Metals & Mining","NSU"
"Electronics","NSYS"
"Computer Hardware","NTAP"
"Banking","NTB"
"Financial Services","NTC"
"Computer Software & Services","NTCT"
"Drugs","NTEC"
"Internet","NTES"
"Consumer NonDurables","NTG"
"Telecommunications","NTGR"
"Chemicals","NTIC"
"Telecommunications","NTIP"
"Drugs","NTLA"
"Media","NTN"
"Computer Software & Services","NTNX"
"Electronics","NTP"
"Health Services","NTRA"
"Diversified Services","NTRI"
"Drugs","NTRP"
"Financial Services","NTRS"
"Financial Services","NTRSP"
"Computer Software & Services","NTWK"
"Financial Services","NTX"
"Consumer Durables","NTZ"
"Computer Software & Services","NUAN"
"Metals & Mining","NUE"
"Financial Services","NUM"
"Financial Services","NUO"
"Health Services","NURO"
"Health Services","NUROW"
"Consumer NonDurables","NUS"
"Financial Services","NUV"
"Health Services","NUVA"
"Drugs","NVAX"
"Health Services","NVCN"
"Health Services","NVCR"
"Electronics","NVDA"
"Electronics","NVEC"
"Diversified Services","NVEE"
"Consumer Durables","NVFY"
"Financial Services","NVG"
"Transportation","NVGS"
"Drugs","NVIV"
"Drugs","NVLN"
"Electronics","NVMI"
"Telecommunications","NVMM"
"Drugs","NVO"
"Materials & Construction","NVR"
"Health Services","NVRO"
"Drugs","NVS"
"Health Services","NVTA"
"Health Services","NVTR"
"Drugs","NVUS"
"Banking","NWBI"
"Utilities","NWE"
"Banking","NWFL"
"Materials & Construction","NWHM"
"Consumer Durables","NWL"
"Insurance","NWLI"
"Utilities","NWN"
"Metals & Mining","NWPX"
"Media","NWSA"
"Retail","NWY"
"Materials & Construction","NX"
"Financial Services","NXC"
"Chemicals","NXEO"
"Chemicals","NXEOU"
"Chemicals","NXEOW"
"Computer Software & Services","NXGN"
"Financial Services","NXJ"
"Financial Services","NXN"
"Financial Services","NXP"
"Electronics","NXPI"
"Financial Services","NXQ"
"Financial Services","NXR"
"Real Estate","NXRT"
"Media","NXST"
"Diversified Services","NXTD"
"Diversified Services","NXTDW"
"Health Services","NXTM"
"Banking","NYCB"
"Banking","NYCBpA"
"Financial Services","NYH"
"Real Estate","NYMT"
"Real Estate","NYMTN"
"Real Estate","NYMTO"
"Real Estate","NYMTP"
"Drugs","NYMX"
"Leisure","NYNY"
"Real Estate","NYRT"
"Media","NYT"
"Financial Services","NYV"
"Financial Services","NZF"
"Real Estate","O"
"Financial Services","OAK"
"Financial Services","OAKpA"
"Energy","OAS"
"Drugs","OASM"
"Real Estate","OBAS"
"Consumer NonDurables","OBCI"
"Energy","OBE"
"Health Services","OBLN"
"Drugs","OBSV"
"Materials & Construction","OC"
"Telecommunications","OCC"
"Banking","OCFC"
"Electronics","OCLR"
"Real Estate","OCN"
"Financial Services","OCSI"
"Financial Services","OCSL"
"Drugs","OCUL"
"Drugs","OCX"
"Chemicals","ODC"
"Transportation","ODFL"
"Specialty Retail","ODP"
"Chemicals","OEC"
"Electronics","OESX"
"Real Estate","OFC"
"Banking","OFED"
"Banking","OFG"
"Banking","OFGpA"
"Banking","OFGpB"
"Banking","OFGpD"
"Health Services","OFIX"
"Manufacturing","OFLX"
"Financial Services","OFS"
"Utilities","OGE"
"Drugs","OGEN"
"Utilities","OGS"
"Financial Services","OHAI"
"Computer Software & Services","OHGI"
"Real Estate","OHI"
"Drugs","OHRP"
"Consumer NonDurables","OI"
"Financial Services","OIA"
"Telecommunications","OIBR.C"
"Energy","OII"
"Electronics","OIIM"
"Real Estate","OILD"
"Energy","OIS"
"Utilities","OKE"
"Computer Software & Services","OKTA"
"Banking","OLBK"
"Electronics","OLED"
"Retail","OLLI"
"Chemicals","OLN"
"Real Estate","OLP"
"Transportation","OMAB"
"Media","OMC"
"Computer Software & Services","OMCL"
"Drugs","OMED"
"Drugs","OMER"
"Diversified Services","OMEX"
"Financial Services","OMF"
"Wholesale","OMI"
"Chemicals","OMN"
"Electronics","ON"
"Banking","ONB"
"Drugs","ONCE"
"Drugs","ONCS"
"Drugs","ONCY"
"Financial Services","ONDK"
"Drugs","ONS"
"Drugs","ONSIW"
"Drugs","ONTX"
"Drugs","ONTXW"
"Health Services","ONVO"
"Telecommunications","OOMA"
"Banking","OPB"
"Health Services","OPGN"
"Health Services","OPGNW"
"Banking","OPHC"
"Drugs","OPHT"
"Drugs","OPK"
"Metals & Mining","OPNT"
"Banking","OPOF"
"Diversified Services","OPRX"
"Drugs","OPTN"
"Manufacturing","OPTT"
"Financial Services","OPY"
"Metals & Mining","OR"
"Utilities","ORA"
"Telecommunications","ORAN"
"Telecommunications","ORBC"
"Electronics","ORBK"
"Real Estate","ORC"
"Computer Software & Services","ORCL"
"Drugs","ORG"
"Drugs","ORGS"
"Insurance","ORI"
"Energy","ORIG"
"Banking","ORIT"
"Retail","ORLY"
"Real Estate","ORM"
"Drugs","ORMP"
"Materials & Construction","ORN"
"Drugs","ORPN"
"Banking","ORRF"
"Materials & Construction","OSB"
"Banking","OSBC"
"Banking","OSBCP"
"Transportation","OSG"
"Manufacturing","OSIS"
"Automotive","OSK"
"Materials & Construction","OSLE"
"Metals & Mining","OSN"
"Computer Software & Services","OSPN"
"Retail","OSTK"
"Health Services","OSUR"
"Telecommunications","OTEL"
"Computer Software & Services","OTEX"
"Drugs","OTIC"
"Consumer Durables","OTIV"
"Utilities","OTTR"
"Banking","OTTW"
"Media","OUT"
"Drugs","OVAS"
"Banking","OVBC"
"Drugs","OVID"
"Banking","OVLY"
"Insurance","OXBR"
"Insurance","OXBRW"
"Drugs","OXFD"
"Financial Services","OXLC"
"Financial Services","OXLCM"
"Financial Services","OXLCO"
"Consumer NonDurables","OXM"
"Financial Services","OXSQ"
"Energy","OXY"
"Banking","OZK"
"Financial Services","OZM"
"Media","P"
"Energy","PAA"
"Energy","PAA4550445"
"Metals & Mining","PAAS"
"Transportation","PAC"
"Drugs","PACB"
"Banking","PACW"
"Specialty Retail","PAG"
"Energy","PAGP"
"Chemicals","PAH"
"Health Services","PAHC"
"Financial Services","PAI"
"Utilities","PAM"
"Computer Hardware","PANW"
"Computer Software & Services","PAR"
"Energy","PARR"
"Transportation","PATI"
"Materials & Construction","PATK"
"Health Services","PAVM"
"Health Services","PAVMZ"
"Computer Software & Services","PAYC"
"Diversified Services","PAYX"
"Banking","PB"
"Energy","PBA"
"Banking","PBBI"
"Banking","PBCT"
"Banking","PBCTP"
"Energy","PBF"
"Energy","PBFX"
"Health Services","PBH"
"Banking","PBHC"
"Consumer Durables","PBI"
"Banking","PBIP"
"Leisure","PBPB"
"Energy","PBR"
"Energy","PBR.A"
"Banking","PBSK"
"Energy","PBT"
"Retail","PBY"
"Drugs","PBYI"
"Automotive","PCAR"
"Banking","PCB"
"Financial Services","PCF"
"Utilities","PCG"
"Utilities","PCGpA"
"Utilities","PCGpB"
"Utilities","PCGpC"
"Utilities","PCGpD"
"Utilities","PCGpE"
"Utilities","PCGpG"
"Utilities","PCGpH"
"Utilities","PCGpI"
"Materials & Construction","PCH"
"Financial Services","PCI"
"Financial Services","PCM"
"Specialty Retail","PCMI"
"Financial Services","PCN"
"Internet","PCOM"
"Financial Services","PCQ"
"Drugs","PCRX"
"Telecommunications","PCTI"
"Computer Software & Services","PCTY"
"Computer Software & Services","PCYG"
"Utilities","PCYO"
"Energy","PDCE"
"Wholesale","PDCO"
"Health Services","PDEX"
"Computer Software & Services","PDFS"
"Financial Services","PDI"
"Drugs","PDLI"
"Real Estate","PDM"
"Energy","PDS"
"Financial Services","PDT"
"Computer Software & Services","PDVW"
"Energy","PE"
"Real Estate","PEB"
"Banking","PEBK"
"Banking","PEBO"
"Real Estate","PEBpC"
"Real Estate","PEBpD"
"Energy","PED"
"Utilities","PEG"
"Computer Software & Services","PEGA"
"Utilities","PEGI"
"Real Estate","PEI"
"Real Estate","PEIpB"
"Real Estate","PEIpC"
"Real Estate","PEIpD"
"Energy","PEIX"
"Health Services","PEN"
"Leisure","PENN"
"Financial Services","PEO"
"Food & Beverage","PEP"
"Energy","PER"
"Computer Software & Services","PERI"
"Consumer NonDurables","PERY"
"Energy","PES"
"Materials & Construction","PESI"
"Wholesale","PETQ"
"Drugs","PETS"
"Drugs","PETX"
"Food & Beverage","PF"
"Banking","PFBC"
"Banking","PFBI"
"Financial Services","PFD"
"Drugs","PFE"
"Insurance","PFG"
"Leisure","PFGC"
"Energy","PFIE"
"Manufacturing","PFIN"
"Banking","PFIS"
"Financial Services","PFL"
"Financial Services","PFLT"
"Diversified Services","PFMT"
"Financial Services","PFN"
"Drugs","PFNX"
"Financial Services","PFO"
"Computer Software & Services","PFPT"
"Banking","PFS"
"Real Estate","PFSI"
"Diversified Services","PFSW"
"Consumer NonDurables","PG"
"Banking","PGC"
"Metals & Mining","PGLC"
"Banking","PGMB"
"Drugs","PGNX"
"Financial Services","PGP"
"Insurance","PGR"
"Real Estate","PGRE"
"Materials & Construction","PGTI"
"Manufacturing","PH"
"Financial Services","PHD"
"Consumer Durables","PHG"
"Financial Services","PHH"
"Telecommunications","PHI"
"Transportation","PHII"
"Transportation","PHIIK"
"Financial Services","PHK"
"Materials & Construction","PHM"
"Financial Services","PHT"
"Energy","PHX"
"Telecommunications","PI"
"Conglomerates","PICO"
"Insurance","PIH"
"Insurance","PIHPP"
"Automotive","PII"
"Financial Services","PIM"
"Computer Software & Services","PINC"
"Specialty Retail","PIR"
"Drugs","PIRS"
"Financial Services","PJC"
"Financial Services","PJT"
"Banking","PKBK"
"Energy","PKD"
"Electronics","PKE"
"Consumer NonDurables","PKG"
"Health Services","PKI"
"Financial Services","PKO"
"Wholesale","PKOH"
"Metals & Mining","PKX"
"Electronics","PLAB"
"Food & Beverage","PLAG"
"Leisure","PLAY"
"Banking","PLBC"
"Retail","PLCE"
"Real Estate","PLD"
"Metals & Mining","PLG"
"Metals & Mining","PLM"
"Leisure","PLNT"
"Automotive","PLOW"
"Manufacturing","PLPC"
"Health Services","PLSE"
"Telecommunications","PLT"
"Electronics","PLUG"
"Computer Software & Services","PLUS"
"Drugs","PLX"
"Drugs","PLXP"
"Electronics","PLXS"
"Real Estate","PLYM"
"Real Estate","PLYMpA"
"Tobacco","PM"
"Banking","PMBC"
"Health Services","PMD"
"Food & Beverage","PME"
"Financial Services","PMF"
"Financial Services","PML"
"Financial Services","PMM"
"Financial Services","PMO"
"Real Estate","PMT"
"Real Estate","PMTpA"
"Real Estate","PMTpB"
"Financial Services","PMTS"
"Financial Services","PMX"
"Banking","PNBK"
"Banking","PNC"
"Banking","PNCpP"
"Banking","PNCpQ"
"Banking","PNC.WS"
"Banking","PNCYL"
"Financial Services","PNF"
"Banking","PNFP"
"Financial Services","PNI"
"Leisure","PNK"
"Utilities","PNM"
"Financial Services","PNNT"
"Manufacturing","PNR"
"Energy","PNRG"
"Telecommunications","PNTR"
"Utilities","PNW"
"Health Services","PODD"
"Chemicals","POL"
"Telecommunications","POLA"
"Consumer Durables","POOL"
"Materials & Construction","POPE"
"Utilities","POR"
"Food & Beverage","POST"
"Electronics","POWI"
"Manufacturing","POWL"
"Banking","PPBI"
"Food & Beverage","PPC"
"Chemicals","PPG"
"Manufacturing","PPIH"
"Utilities","PPL"
"Specialty Retail","PPMC"
"Financial Services","PPR"
"Manufacturing","PPSI"
"Financial Services","PPT"
"Utilities","PPX"
"Insurance","PRA"
"Diversified Services","PRAA"
"Health Services","PRAH"
"Drugs","PRAN"
"Electronics","PRCP"
"Insurance","PREpF"
"Insurance","PREpG"
"Insurance","PREpH"
"Insurance","PREpI"
"Computer Software & Services","PRFT"
"Drugs","PRGO"
"Computer Software & Services","PRGS"
"Diversified Services","PRGX"
"Insurance","PRI"
"Materials & Construction","PRIM"
"Banking","PRK"
"Electronics","PRKR"
"Manufacturing","PRLB"
"Food & Beverage","PRMW"
"Computer Software & Services","PRO"
"Banking","PROV"
"Drugs","PRPH"
"Consumer Durables","PRPL"
"Consumer Durables","PRPLW"
"Electronics","PRPO"
"Drugs","PRQR"
"Health Services","PRSC"
"Internet","PRSS"
"Drugs","PRTA"
"Conglomerates","PRTH"
"Conglomerates","PRTHU"
"Conglomerates","PRTHW"
"Drugs","PRTK"
"Drugs","PRTO"
"Specialty Retail","PRTS"
"Specialty Retail","PRTY"
"Insurance","PRU"
"Real Estate","PSA"
"Real Estate","PSApA"
"Real Estate","PSApB"
"Real Estate","PSApC"
"Real Estate","PSApD"
"Real Estate","PSApE"
"Real Estate","PSApF"
"Real Estate","PSApG"
"Real Estate","PSApU"
"Real Estate","PSApV"
"Real Estate","PSApW"
"Real Estate","PSApX"
"Real Estate","PSApY"
"Real Estate","PSApZ"
"Real Estate","PSB"
"Real Estate","PSBpU"
"Real Estate","PSBpV"
"Real Estate","PSBpW"
"Real Estate","PSBpX"
"Real Estate","PSBpY"
"Wholesale","PSDO"
"Financial Services","PSEC"
"Financial Services","PSF"
"Retail","PSMT"
"Media","PSO"
"Computer Hardware","PSTG"
"Drugs","PSTI"
"Energy","PSX"
"Energy","PSXP"
"Computer Software & Services","PTC"
"Drugs","PTCT"
"Computer Software & Services","PTE"
"Energy","PTEN"
"Drugs","PTGX"
"Computer Software & Services","PTI"
"Drugs","PTIE"
"Drugs","PTLA"
"Drugs","PTN"
"Telecommunications","PTNR"
"Energy","PTR"
"Transportation","PTSI"
"Insurance","PTVCA"
"Insurance","PTVCB"
"Drugs","PTX"
"Financial Services","PTY"
"Banking","PUB"
"Insurance","PUK"
"Insurance","PUKp"
"Insurance","PUKpA"
"Drugs","PULM"
"Electronics","PULS"
"Energy","PUMP"
"Energy","PVAC"
"Banking","PVBC"
"Metals & Mining","PVG"
"Consumer NonDurables","PVH"
"Energy","PVL"
"Real Estate","PW"
"Banking","PWOD"
"Real Estate","PWpA"
"Materials & Construction","PWR"
"Chemicals","PX"
"Energy","PXD"
"Electronics","PXLW"
"Transportation","PXS"
"Diversified Services","PYDS"
"Financial Services","PYN"
"Financial Services","PYPL"
"Tobacco","PYX"
"Financial Services","PZC"
"Metals & Mining","PZG"
"Financial Services","PZN"
"Leisure","PZZA"
"Computer Software & Services","QADA"
"Computer Software & Services","QADB"
"Electronics","QBAK"
"Telecommunications","QCOM"
"Banking","QCRH"
"Drugs","QDEL"
"Energy","QEP"
"Diversified Services","QGEN"
"Health Services","QHC"
"Financial Services","QIWI"
"Computer Software & Services","QLYS"
"Internet","QNST"
"Financial Services","QQQX"
"Materials & Construction","QRHC"
"Retail","QRTEA"
"Retail","QRTEB"
"Electronics","QRVO"
"Leisure","QSR"
"Computer Hardware","QTM"
"Telecommunications","QTNA"
"Drugs","QTNT"
"Telecommunications","QTRH"
"Real Estate","QTS"
"Real Estate","QTSpA"
"Real Estate","QTSpB"
"Computer Software & Services","QTWO"
"Automotive","QTWWQ"
"Diversified Services","QUAD"
"Electronics","QUIK"
"Computer Hardware","QUMU"
"Media","QUOT"
"Drugs","QURE"
"Diversified Services","R"
"Transportation","RA"
"Automotive","RACE"
"Retail","RAD"
"Aerospace/Defense","RADA"
"Transportation","RAIL"
"Computer Software & Services","RAMP"
"Financial Services","RAND"
"Drugs","RARE"
"Drugs","RARX"
"Leisure","RAVE"
"Manufacturing","RAVN"
"Diversified Services","RBA"
"Banking","RBB"
"Telecommunications","RBBN"
"Manufacturing","RBC"
"Banking","RBCAA"
"Electronics","RBCN"
"Banking","RBNC"
"Banking","RBS"
"Banking","RBSpS"
"Financial Services","RCG"
"Telecommunications","RCI"
"Diversified Services","RCII"
"Drugs","RCKT"
"Consumer NonDurables","RCKY"
"Leisure","RCL"
"Computer Software & Services","RCM"
"Diversified Services","RCMT"
"Energy","RCON"
"Financial Services","RCS"
"Energy","RDC"
"Computer Hardware","RDCM"
"Real Estate","RDFN"
"Drugs","RDHL"
"Media","RDI"
"Media","RDIB"
"Insurance","RDN"
"Health Services","RDNT"
"Energy","RDS.A"
"Energy","RDS.B"
"Drugs","RDUS"
"Computer Software & Services","RDWR"
"Drugs","RDY"
"Insurance","RE"
"Diversified Services","RECN"
"Food & Beverage","REED"
"Manufacturing","REFR"
"Real Estate","REG"
"Energy","REGI"
"Drugs","REGN"
"Energy","REI"
"Diversified Services","REIS"
"Wholesale","RELL"
"Food & Beverage","RELV"
"Diversified Services","RELX"
"Energy","REN"
"Internet","RENN"
"Drugs","REPH"
"Energy","RES"
"Real Estate","RESI"
"Electronics","RESN"
"Drugs","RETA"
"Consumer NonDurables","REV"
"Automotive","REVG"
"Conglomerates","REX"
"Real Estate","REXR"
"Real Estate","REXRpA"
"Real Estate","REXRpB"
"Banking","RF"
"Financial Services","RFI"
"Electronics","RFIL"
"Consumer NonDurables","RFP"
"Banking","RFpA"
"Banking","RFpB"
"Insurance","RGA"
"Utilities","RGCO"
"Drugs","RGEN"
"Metals & Mining","RGLD"
"Drugs","RGLS"
"Drugs","RGNX"
"Aerospace/Defense","RGR"
"Diversified Services","RGS"
"Materials & Construction","RGSE"
"Retail","RH"
